gene_oid	db_name	id
2511503759	GI	223478601
2511503759	GeneID	7419377
2511503760	GI	223478744
2511503760	GeneID	7419621
2511503761	GI	223478599
2511503761	GeneID	7418445
2511503764	GI	223478957
2511503764	GeneID	7419379
2511503765	GI	350525683
2511503765	GeneID	7418492
2511503765	UniProtKB	B7QZV5
2511503766	GI	223478926
2511503766	GeneID	7419461
2511503767	GI	223478486
2511503767	GeneID	7418461
2511503768	GI	350525684
2511503768	GeneID	7419334
2511503768	UniProtKB	B7QZV8
2511503771	GI	223478916
2511503771	GeneID	7419628
2511503772	GI	223478724
2511503772	GeneID	7418451
2511503773	GI	223478695
2511503773	GeneID	7418425
2511503774	GI	350525685
2511503774	GeneID	11231818
2511503774	UniProtKB	G2M257
2511503775	GI	223478487
2511503775	GeneID	7418396
2511503776	GI	223478858
2511503776	GeneID	7419335
2511503777	GI	223478566
2511503777	GeneID	7420363
2511503778	GI	223478573
2511503778	GeneID	7418596
2511503779	GI	223478790
2511503779	GeneID	7418603
2511503780	GI	223478725
2511503780	GeneID	7419427
2511503781	GI	223478634
2511503781	GeneID	7418426
2511503782	GI	223478477
2511503782	GeneID	7419654
2511503783	GI	223478933
2511503783	GeneID	7419325
2511503784	GI	223478867
2511503784	GeneID	7418468
2511503785	GI	223478876
2511503785	GeneID	7420372
2511503786	GI	223478480
2511503786	GeneID	7420381
2511503787	GI	223478921
2511503787	GeneID	7419328
2511503788	GI	223478684
2511503788	GeneID	7418456
2511503789	GI	223478664
2511503789	GeneID	7418385
2511503790	GI	350525686
2511503790	GeneID	11231819
2511503790	UniProtKB	G2M258
2511503791	GI	223478529
2511503791	GeneID	7418365
2511503792	GI	223478982
2511503792	GeneID	7418559
2511503793	GI	223478492
2511503793	GeneID	7418517
2511503794	GI	223478693
2511503794	GeneID	7419340
2511503795	GI	223478696
2511503795	GeneID	7418394
2511503796	GI	223478587
2511503796	GeneID	7418397
2511503797	GI	223478717
2511503797	GeneID	7419607
2511503798	GI	350525687
2511503798	GeneID	7418418
2511503798	UniProtKB	B7QZY9
2511503799	GI	223478874
2511503799	GeneID	7418472
2511503800	GI	223478894
2511503800	GeneID	7420379
2511503801	GI	223478997
2511503801	GeneID	7420399
2511503802	GI	223478804
2511503802	GeneID	7419350
2511503803	GI	223478892
2511503803	GeneID	7419441
2511503804	GI	223478885
2511503804	GeneID	7420397
2511503805	GI	223478673
2511503805	GeneID	7420390
2511503806	GI	223478791
2511503806	GeneID	7418374
2511503807	GI	223478756
2511503807	GeneID	7419428
2511503808	GI	223478637
2511503808	GeneID	7419393
2511503809	GI	223478881
2511503809	GeneID	7419657
2511503810	GI	223478872
2511503810	GeneID	7420386
2511503811	GI	350525688
2511503811	GeneID	11231820
2511503811	UniProtKB	G2M259
2511503812	GI	223478971
2511503812	GeneID	7420377
2511503813	GI	223478521
2511503813	GeneID	7418506
2511503814	GI	223478670
2511503814	GeneID	7418551
2511503815	GI	223478511
2511503815	GeneID	7418371
2511503816	GI	223478550
2511503816	GeneID	7418541
2511503817	GI	350525689
2511503817	GeneID	11231821
2511503817	UniProtKB	G2M260
2511503818	GI	223478979
2511503818	GeneID	7418580
2511503819	GI	223478576
2511503819	GeneID	7418514
2511503820	GI	223478543
2511503820	GeneID	7418606
2511503821	GI	223478795
2511503821	GeneID	7418573
2511503822	GI	223478607
2511503822	GeneID	7419432
2511503823	GI	223478815
2511503823	GeneID	7419627
2511503824	GI	223478534
2511503824	GeneID	7419452
2511503825	GI	223478586
2511503825	GeneID	7418564
2511503826	GI	223478924
2511503826	GeneID	7419606
2511503827	GI	350525690
2511503827	GeneID	7418459
2511503827	UniProtKB	B7R013
2511503828	GI	223478821
2511503828	GeneID	7419609
2511503829	GI	223478730
2511503829	GeneID	7419458
2511503830	GI	223478848
2511503830	GeneID	7418431
2511503831	GI	350525691
2511503831	GeneID	11231822
2511503831	UniProtKB	G2M2A8
2511503832	GI	223478515
2511503832	GeneID	7420353
2511503833	GI	223478514
2511503833	GeneID	7418545
2511503834	GI	223478653
2511503834	GeneID	7418544
2511503835	GI	223478749
2511503835	GeneID	7419673
2511503836	GI	350525692
2511503836	GeneID	7419386
2511503836	UniProtKB	B7R021
2511503837	GI	223478802
2511503837	GeneID	7418469
2511503838	GI	223478733
2511503838	GeneID	7419439
2511503839	GI	223478635
2511503839	GeneID	7418434
2511503840	GI	223478512
2511503840	GeneID	7419655
2511503841	GI	350525693
2511503841	GeneID	11231823
2511503841	UniProtKB	G2M2A9
2511503842	GI	223478777
2511503842	GeneID	7418542
2511503843	GI	223478816
2511503843	GeneID	7419414
2511503844	GI	223478655
2511503844	GeneID	7419453
2511503845	GI	223478530
2511503845	GeneID	7419675
2511503846	GI	223478644
2511503846	GeneID	7418560
2511503847	GI	223478981
2511503847	GeneID	7419664
2511503848	GI	223478976
2511503848	GeneID	7418516
2511503849	GI	223479006
2511503849	GeneID	7418511
2511503850	GI	350525694
2511503850	GeneID	11231824
2511503850	UniProtKB	G2M2B0
2511503851	GI	223478496
2511503851	GeneID	7419397
2511503852	GI	223478448
2511503852	GeneID	7419344
2511503853	GI	223478705
2511503853	GeneID	7419296
2511503854	GI	223478842
2511503854	GeneID	7418406
2511503855	GI	223478996
2511503855	GeneID	7420348
2511503856	GI	223478485
2511503856	GeneID	7419349
2511503857	GI	223478797
2511503857	GeneID	7419333
2511503858	GI	350525695
2511503858	GeneID	7419434
2511503858	UniProtKB	B7R042
2511503859	GI	223478558
2511503859	GeneID	7418402
2511503860	GI	350525696
2511503860	GeneID	11231825
2511503860	UniProtKB	G2M2B1
2511503861	GI	350525697
2511503861	GeneID	11231826
2511503861	UniProtKB	G2M2B2
2511503862	GI	223478903
2511503862	GeneID	7420400
2511503863	GI	223478616
2511503863	GeneID	7420408
2511503864	GI	223478768
2511503864	GeneID	7419636
2511503865	GI	223478817
2511503865	GeneID	7419405
2511503866	GI	223478567
2511503866	GeneID	7419454
2511503867	GI	223478504
2511503867	GeneID	7418597
2511503868	GI	223478835
2511503868	GeneID	7418534
2511503869	GI	223478750
2511503869	GeneID	7420341
2511503870	GI	223478493
2511503870	GeneID	7419387
2511503871	GI	223478510
2511503871	GeneID	7419341
2511503872	GI	223478621
2511503872	GeneID	7418540
2511503873	GI	223478818
2511503873	GeneID	7419641
2511503874	GI	223478810
2511503874	GeneID	7419455
2511503875	GI	223478728
2511503875	GeneID	7419447
2511503876	GI	223478500
2511503876	GeneID	7418429
2511503877	GI	350525698
2511503877	GeneID	11231827
2511503877	UniProtKB	G2M2B3
2511503878	GI	223478779
2511503878	GeneID	7418530
2511503879	GI	223478568
2511503879	GeneID	7419416
2511503880	GI	350525699
2511503880	GeneID	11231828
2511503880	UniProtKB	G2M2B4
2511503881	GI	223478799
2511503881	GeneID	7418598
2511503882	GI	350525700
2511503882	GeneID	11231829
2511503882	UniProtKB	G2M2B5
2511503883	GI	350525701
2511503883	GeneID	11231830
2511503883	UniProtKB	G2M2B6
2511503884	GI	223478667
2511503884	GeneID	7418393
2511503885	GI	223478945
2511503885	GeneID	7418368
2511503886	GI	223478878
2511503886	GeneID	7418480
2511503887	GI	350525702
2511503887	GeneID	11231831
2511503887	UniProtKB	G2M2B7
2511503888	GI	350525703
2511503888	GeneID	7420383
2511503888	UniProtKB	B7R073
2511503889	GI	223478449
2511503889	GeneID	7418448
2511503890	GI	350525704
2511503890	GeneID	11231832
2511503890	UniProtKB	G2M2B8
2511503891	GI	350525705
2511503891	GeneID	11231833
2511503891	UniProtKB	G2M2B9
2511503892	GI	223478450
2511503892	GeneID	7420389
2511503893	GI	223478909
2511503893	GeneID	7419298
2511503894	GI	223478940
2511503894	GeneID	7420414
2511503895	GI	223478554
2511503895	GeneID	7418475
2511503896	GI	350525706
2511503896	GeneID	7418584
2511503896	UniProtKB	B7R081
2511503897	GI	223478583
2511503897	GeneID	7420351
2511503898	GI	223478960
2511503898	GeneID	7419603
2511503899	GI	223478676
2511503899	GeneID	7418495
2511503900	GI	223478904
2511503900	GeneID	7418377
2511503901	GI	223478917
2511503901	GeneID	7420409
2511503902	GI	223478896
2511503902	GeneID	7418452
2511503903	GI	223478731
2511503903	GeneID	7420401
2511503904	GI	223478454
2511503904	GeneID	7418432
2511503905	GI	223478643
2511503905	GeneID	7419302
2511503906	GI	223478581
2511503906	GeneID	7419663
2511503907	GI	223478853
2511503907	GeneID	7419601
2511503908	GI	223478617
2511503908	GeneID	7420358
2511503909	GI	223478922
2511503909	GeneID	7419637
2511503910	GI	350525707
2511503910	GeneID	11231834
2511503910	UniProtKB	G2M2G6
2511503911	GI	223478549
2511503911	GeneID	7419401
2511503912	GI	223478968
2511503912	GeneID	7418579
2511503913	GI	223478859
2511503913	GeneID	7418503
2511503914	GI	223478520
2511503914	GeneID	7420364
2511503915	GI	223478788
2511503915	GeneID	7418550
2511503916	GI	223478741
2511503916	GeneID	7419425
2511503917	GI	223478789
2511503917	GeneID	7418442
2511503918	GI	223478844
2511503918	GeneID	7419426
2511503919	GI	223478690
2511503919	GeneID	7420350
2511503920	GI	223478757
2511503920	GeneID	7418391
2511503921	GI	223478769
2511503921	GeneID	7419682
2511503922	GI	223478585
2511503922	GeneID	7419406
2511503923	GI	223478651
2511503923	GeneID	7419605
2511503924	GI	223478597
2511503924	GeneID	7419671
2511503925	GI	223478722
2511503925	GeneID	7419617
2511503926	GI	223478812
2511503926	GeneID	7418423
2511503927	GI	223478578
2511503927	GeneID	7419449
2511503928	GI	223478771
2511503928	GeneID	7418608
2511503929	GI	223478939
2511503929	GeneID	7419408
2511503930	GI	223479009
2511503930	GeneID	7418474
2511503931	GI	223478462
2511503931	GeneID	7419362
2511503932	GI	223478860
2511503932	GeneID	7419310
2511503933	GI	223479007
2511503933	GeneID	7420365
2511503934	GI	223478557
2511503934	GeneID	7419360
2511503935	GI	223478712
2511503935	GeneID	7418587
2511503937	GI	223478978
2511503937	GeneID	7419373
2511503938	GI	223478888
2511503938	GeneID	7418513
2511503939	GI	223478823
2511503939	GeneID	7420393
2511503940	GI	223478531
2511503940	GeneID	7419460
2511503941	GI	223478553
2511503941	GeneID	7418561
2511503942	GI	223478532
2511503942	GeneID	7418583
2511503943	GI	223478920
2511503943	GeneID	7418562
2511503944	GI	223478506
2511503944	GeneID	7418455
2511503945	GI	223478559
2511503945	GeneID	7418536
2511503946	GI	223478536
2511503946	GeneID	7418589
2511503947	GI	223478966
2511503947	GeneID	7418566
2511503948	GI	223478452
2511503948	GeneID	7418501
2511503949	GI	350525708
2511503949	GeneID	11231836
2511503949	UniProtKB	G2M2G7
2511503950	GI	223478715
2511503950	GeneID	7419300
2511503951	GI	350525709
2511503951	GeneID	11231837
2511503951	UniProtKB	G2M2G8
2511503952	GI	223478445
2511503952	GeneID	7418416
2511503953	GI	223478575
2511503953	GeneID	7419293
2511503954	GI	223478561
2511503954	GeneID	7418605
2511503955	GI	223478490
2511503955	GeneID	7418591
2511503956	GI	223478665
2511503956	GeneID	7419338
2511503957	GI	223478612
2511503957	GeneID	7418366
2511503958	GI	223478565
2511503958	GeneID	7419632
2511503959	GI	223478883
2511503959	GeneID	7418595
2511503960	GI	223478758
2511503960	GeneID	7420388
2511503961	GI	350525710
2511503961	GeneID	11231999
2511503961	UniProtKB	G2M2G9
2511503962	GI	350525711
2511503962	GeneID	11231838
2511503962	UniProtKB	G2M2H0
2511503963	GI	350525712
2511503963	GeneID	11231839
2511503963	UniProtKB	G2M2H1
2511503964	GI	223478703
2511503964	GeneID	7418602
2511503965	GI	223478466
2511503965	GeneID	7418404
2511503966	GI	223478862
2511503966	GeneID	7419314
2511503967	GI	223478615
2511503967	GeneID	7420367
2511503968	GI	223478657
2511503968	GeneID	7419635
2511503969	GI	223478967
2511503969	GeneID	7419677
2511503970	GI	223478838
2511503970	GeneID	7418502
2511503971	GI	223478687
2511503971	GeneID	7420344
2511503972	GI	350525713
2511503972	GeneID	11231840
2511503972	UniProtKB	G2M2H2
2511503973	GI	223478580
2511503973	GeneID	7418388
2511503974	GI	223478826
2511503974	GeneID	7419517
2511503975	GI	223478965
2511503975	GeneID	7419463
2511503976	GI	223478639
2511503976	GeneID	7418500
2511503977	GI	223478446
2511503977	GeneID	7419659
2511503978	GI	223478656
2511503978	GeneID	7419294
2511503979	GI	350525714
2511503979	GeneID	11231841
