gene_oid	db_name	id
650726459	GI	315229766
650726459	GenBank/EMBL	YP_004070202
650726459	GeneID	10042577
650726459	UniProtKB	F0LGU0
650726460	GI	315229767
650726460	GenBank/EMBL	YP_004070203
650726460	GeneID	10040321
650726460	UniProtKB	F0LGU1
650726461	GI	315229768
650726461	GenBank/EMBL	YP_004070204
650726461	GeneID	10040322
650726461	UniProtKB	F0LGU2
650726462	GI	315229769
650726462	GenBank/EMBL	YP_004070205
650726462	GeneID	10040323
650726462	UniProtKB	F0LGU3
650726463	GI	315229770
650726463	GenBank/EMBL	YP_004070206
650726463	GeneID	10040324
650726463	UniProtKB	F0LGU4
650726464	GI	315229771
650726464	GenBank/EMBL	YP_004070207
650726464	GeneID	10040325
650726464	UniProtKB	F0LGU5
650726465	GI	315229772
650726465	GenBank/EMBL	YP_004070208
650726465	GeneID	10040326
650726465	UniProtKB	F0LGU6
650726466	GI	315229773
650726466	GenBank/EMBL	YP_004070209
650726466	GeneID	10040327
650726466	UniProtKB	F0LGU7
650726467	GI	315229774
650726467	GenBank/EMBL	YP_004070210
650726467	GeneID	10040328
650726467	UniProtKB	F0LGU8
650726468	GI	315229775
650726468	GenBank/EMBL	YP_004070211
650726468	GeneID	10040329
650726468	UniProtKB	F0LGU9
650726469	GI	315229776
650726469	GenBank/EMBL	YP_004070212
650726469	GeneID	10040330
650726469	UniProtKB	F0LGV0
650726470	GI	315229777
650726470	GenBank/EMBL	YP_004070213
650726470	GeneID	10040331
650726470	UniProtKB	F0LGV1
650726471	GI	315229778
650726471	GenBank/EMBL	YP_004070214
650726471	GeneID	10040332
650726471	UniProtKB	F0LGV2
650726472	GI	315229779
650726472	GenBank/EMBL	YP_004070215
650726472	GeneID	10040333
650726472	UniProtKB	F0LGV3
650726473	GI	315229780
650726473	GenBank/EMBL	YP_004070216
650726473	GeneID	10040334
650726473	UniProtKB	F0LGV4
650726474	GI	315229781
650726474	GenBank/EMBL	YP_004070217
650726474	GeneID	10040335
650726474	UniProtKB	F0LGV5
650726475	GI	315229782
650726475	GenBank/EMBL	YP_004070218
650726475	GeneID	10040336
650726475	UniProtKB	F0LGV6
650726476	GI	315229783
650726476	GenBank/EMBL	YP_004070219
650726476	GeneID	10040337
650726476	UniProtKB	F0LGV7
650726477	GI	315229784
650726477	GenBank/EMBL	YP_004070220
650726477	GeneID	10040338
650726477	UniProtKB	F0LGV8
650726478	GI	315229785
650726478	GenBank/EMBL	YP_004070221
650726478	GeneID	10040339
650726478	UniProtKB	F0LGV9
650726479	GI	315229786
650726479	GenBank/EMBL	YP_004070222
650726479	GeneID	10040340
650726479	UniProtKB	F0LGW0
650726480	GI	315229787
650726480	GenBank/EMBL	YP_004070223
650726480	GeneID	10040341
650726480	UniProtKB	F0LGW1
650726481	GI	315229788
650726481	GenBank/EMBL	YP_004070224
650726481	GeneID	10040342
650726481	UniProtKB	F0LGW2
650726482	GI	315229789
650726482	GenBank/EMBL	YP_004070225
650726482	GeneID	10040343
650726482	UniProtKB	F0LGW3
650726483	GI	315229790
650726483	GenBank/EMBL	YP_004070226
650726483	GeneID	10040344
650726483	UniProtKB	F0LGW4
650726484	GI	315229791
650726484	GenBank/EMBL	YP_004070227
650726484	GeneID	10040345
650726484	UniProtKB	F0LGW5
650726485	GI	315229792
650726485	GenBank/EMBL	YP_004070228
650726485	GeneID	10040346
650726485	UniProtKB	F0LGW6
650726486	GI	315229793
650726486	GenBank/EMBL	YP_004070229
650726486	GeneID	10040347
650726486	UniProtKB	F0LGW7
650726487	GI	315229794
650726487	GenBank/EMBL	YP_004070230
650726487	GeneID	10040348
650726487	UniProtKB	F0LH45
650726488	GI	315229795
650726488	GenBank/EMBL	YP_004070231
650726488	GeneID	10040349
650726488	UniProtKB	F0LH46
650726489	GI	315229796
650726489	GenBank/EMBL	YP_004070232
650726489	GeneID	10040350
650726489	UniProtKB	F0LH47
650726490	GI	315229797
650726490	GenBank/EMBL	YP_004070233
650726490	GeneID	10040351
650726490	UniProtKB	F0LH48
650726491	GI	315229798
650726491	GenBank/EMBL	YP_004070234
650726491	GeneID	10040352
650726491	UniProtKB	F0LH49
650726492	GI	315229799
650726492	GenBank/EMBL	YP_004070235
650726492	GeneID	10040353
650726492	UniProtKB	F0LH50
650726493	GI	315229800
650726493	GenBank/EMBL	YP_004070236
650726493	GeneID	10040354
650726493	UniProtKB	F0LH51
650726494	GI	315229801
650726494	GenBank/EMBL	YP_004070237
650726494	GeneID	10040355
650726494	UniProtKB	F0LH52
650726495	GI	315229802
650726495	GenBank/EMBL	YP_004070238
650726495	GeneID	10040356
650726495	UniProtKB	F0LH53
650726496	GI	315229803
650726496	GenBank/EMBL	YP_004070239
650726496	GeneID	10040357
650726496	UniProtKB	F0LH54
650726497	GI	315229804
650726497	GenBank/EMBL	YP_004070240
650726497	GeneID	10040358
650726497	UniProtKB	F0LH55
650726498	GI	315229805
650726498	GenBank/EMBL	YP_004070241
650726498	GeneID	10040359
650726498	UniProtKB	F0LH56
650726499	GI	315229806
650726499	GenBank/EMBL	YP_004070242
650726499	GeneID	10040360
650726499	UniProtKB	F0LH57
650726500	GI	315229807
650726500	GenBank/EMBL	YP_004070243
650726500	GeneID	10040361
650726500	UniProtKB	F0LH58
650726501	GI	315229808
650726501	GenBank/EMBL	YP_004070244
650726501	GeneID	10040362
650726501	UniProtKB	F0LH59
650726502	GI	315229809
650726502	GenBank/EMBL	YP_004070245
650726502	GeneID	10040363
650726502	UniProtKB	F0LH60
650726503	GI	315229810
650726503	GenBank/EMBL	YP_004070246
650726503	GeneID	10040364
650726503	UniProtKB	F0LH61
650726504	GI	315229811
650726504	GenBank/EMBL	YP_004070247
650726504	GeneID	10040365
650726504	UniProtKB	F0LH62
650726505	GI	315229812
650726505	GenBank/EMBL	YP_004070248
650726505	GeneID	10040366
650726505	UniProtKB	F0LH63
650726506	GI	315229813
650726506	GenBank/EMBL	YP_004070249
650726506	GeneID	10040367
650726506	UniProtKB	F0LH64
650726507	GI	315229814
650726507	GenBank/EMBL	YP_004070250
650726507	GeneID	10040368
650726507	UniProtKB	F0LH65
650726508	GI	315229815
650726508	GenBank/EMBL	YP_004070251
650726508	GeneID	10040369
650726508	UniProtKB	F0LH66
650726509	GI	315229816
650726509	GenBank/EMBL	YP_004070252
650726509	GeneID	10040370
650726509	UniProtKB	F0LH67
650726510	GI	315229817
650726510	GenBank/EMBL	YP_004070253
650726510	GeneID	10040371
650726510	UniProtKB	F0LH68
650726511	GI	315229818
650726511	GenBank/EMBL	YP_004070254
650726511	GeneID	10040372
650726511	UniProtKB	F0LH69
650726512	GI	315229819
650726512	GenBank/EMBL	YP_004070255
650726512	GeneID	10040373
650726512	UniProtKB	F0LH70
650726513	GI	315229820
650726513	GenBank/EMBL	YP_004070256
650726513	GeneID	10040374
650726513	UniProtKB	F0LH71
650726514	GI	315229821
650726514	GenBank/EMBL	YP_004070257
650726514	GeneID	10040375
650726514	UniProtKB	F0LH72
650726515	GI	315229822
650726515	GenBank/EMBL	YP_004070258
650726515	GeneID	10040376
650726515	UniProtKB	F0LH73
650726516	GI	315229823
650726516	GenBank/EMBL	YP_004070259
650726516	GeneID	10040377
650726516	UniProtKB	F0LH74
650726517	GI	315229824
650726517	GenBank/EMBL	YP_004070260
650726517	GeneID	10040378
650726517	UniProtKB	F0LH75
650726518	GI	315229825
650726518	GenBank/EMBL	YP_004070261
650726518	GeneID	10040379
650726518	UniProtKB	F0LH76
650726519	GI	315229826
650726519	GenBank/EMBL	YP_004070262
650726519	GeneID	10040380
650726519	UniProtKB	F0LH77
650726520	GI	315229827
650726520	GenBank/EMBL	YP_004070263
650726520	GeneID	10040381
650726520	UniProtKB	F0LH78
650726521	GI	315229828
650726521	GenBank/EMBL	YP_004070264
650726521	GeneID	10040382
650726521	UniProtKB	F0LH79
650726522	GI	315229829
650726522	GenBank/EMBL	YP_004070265
650726522	GeneID	10040383
650726522	UniProtKB	F0LH80
650726523	GI	315229830
650726523	GenBank/EMBL	YP_004070266
650726523	GeneID	10040384
650726523	UniProtKB	F0LH81
650726524	GI	315229831
650726524	GenBank/EMBL	YP_004070267
650726524	GeneID	10040385
650726524	UniProtKB	F0LH82
650726525	GI	315229832
650726525	GenBank/EMBL	YP_004070268
650726525	GeneID	10040386
650726525	UniProtKB	F0LH83
650726526	GI	315229833
650726526	GenBank/EMBL	YP_004070269
