gene_oid	db_name	id
2518820748	GI	390518485
2518820749	GI	390518486
2518820750	GI	390518487
2518820751	GI	390518488
2518820752	GI	390518489
2518820753	GI	390518490
2518820754	GI	390518491
2518820755	GI	390518492
2518820756	GI	390518493
2518820757	GI	390518494
2518820758	GI	390518495
2518820759	GI	390518496
2518820760	GI	390518497
2518820761	GI	390518498
2518820762	GI	390518499
2518820763	GI	390518500
2518820764	GI	390518501
2518820765	GI	390518502
2518820766	GI	390518503
2518820767	GI	390518504
2518820768	GI	390518505
2518820769	GI	390518506
2518820770	GI	390518507
2518820771	GI	390518508
2518820772	GI	390518509
2518820773	GI	390518510
2518820774	GI	390518511
2518820775	GI	390518512
2518820776	GI	390518513
2518820777	GI	390518514
2518820778	GI	390518515
2518820779	GI	390518516
2518820780	GI	390518517
2518820781	GI	390518518
2518820782	GI	390518519
2518820783	GI	390518520
2518820784	GI	390518521
2518820785	GI	390518522
2518820786	GI	390518523
2518820787	GI	390518524
2518820788	GI	390518525
2518820789	GI	390518526
2518820790	GI	390518527
2518820791	GI	390518528
2518820792	GI	390518529
2518820793	GI	390518530
2518820794	GI	390518531
2518820795	GI	390518532
2518820796	GI	390518533
2518820797	GI	390518534
2518820798	GI	390518535
2518820800	GI	390518536
2518820801	GI	390518537
2518820802	GI	390518538
2518820803	GI	390518539
2518820804	GI	390518540
2518820805	GI	390518541
2518820806	GI	390518542
2518820807	GI	390518543
2518820808	GI	390518544
2518820809	GI	390518545
2518820810	GI	390518546
2518820811	GI	390518547
2518820812	GI	390518548
2518820813	GI	390518549
2518820814	GI	390518550
2518820815	GI	390518551
2518820816	GI	390518552
2518820817	GI	390518553
2518820818	GI	390518554
2518820819	GI	390518555
2518820820	GI	390518556
2518820821	GI	390518557
2518820822	GI	390518558
2518820823	GI	390518559
2518820824	GI	390518560
2518820825	GI	390518561
2518820826	GI	390518562
2518820827	GI	390518563
2518820828	GI	390518564
2518820829	GI	390518565
2518820830	GI	390518566
2518820831	GI	390518567
2518820832	GI	390518568
2518820833	GI	390518569
2518820834	GI	390518570
2518820835	GI	390518571
2518820836	GI	390518572
2518820837	GI	390518573
2518820838	GI	390518574
2518820839	GI	390518575
2518820840	GI	390518576
2518820841	GI	390518577
2518820842	GI	390518578
2518820843	GI	390518579
2518820844	GI	390518580
2518820845	GI	390518581
2518820846	GI	390518582
2518820847	GI	390518583
2518820848	GI	390518584
2518820849	GI	390518585
2518820850	GI	390518586
2518820851	GI	390518587
2518820852	GI	390518588
2518820853	GI	390518589
2518820854	GI	390518590
2518820855	GI	390518591
2518820856	GI	390518592
2518820857	GI	390518593
2518820858	GI	390518594
2518820859	GI	390518595
2518820860	GI	390518596
2518820861	GI	390518597
2518820862	GI	390518598
2518820863	GI	390518599
2518820864	GI	390518600
2518820865	GI	390518601
2518820866	GI	390518602
2518820867	GI	390518603
2518820868	GI	390518604
2518820869	GI	390518605
2518820870	GI	390518606
2518820871	GI	390518607
2518820872	GI	390518608
2518820873	GI	390518609
2518820874	GI	390518610
2518820875	GI	390518611
2518820876	GI	390518612
2518820877	GI	390518613
2518820878	GI	390518614
2518820879	GI	390518615
2518820880	GI	390518616
2518820881	GI	390518617
2518820882	GI	390518618
2518820883	GI	390518619
2518820884	GI	390518620
2518820885	GI	390518621
2518820886	GI	390518622
2518820887	GI	390518623
2518820888	GI	390518624
2518820889	GI	390518625
2518820890	GI	390518626
2518820891	GI	390518627
2518820892	GI	390518628
2518820893	GI	390518629
2518820894	GI	390518630
2518820895	GI	390518631
2518820896	GI	390518632
2518820897	GI	390518633
2518820898	GI	390518634
2518820899	GI	390518635
2518820900	GI	390518636
2518820901	GI	390518637
2518820902	GI	390518638
2518820903	GI	390518639
2518820904	GI	390518640
2518820905	GI	390518641
2518820906	GI	390518642
2518820907	GI	390518643
2518820908	GI	390518644
2518820909	GI	390518645
2518820910	GI	390518646
2518820911	GI	390518647
2518820913	GI	390518648
2518820914	GI	390518649
2518820915	GI	390518650
2518820916	GI	390518651
2518820917	GI	390518652
2518820918	GI	390518653
2518820919	GI	390518654
2518820920	GI	390518655
2518820921	GI	390518656
2518820924	GI	390518657
2518820925	GI	390518658
2518820926	GI	390518659
2518820927	GI	390518660
2518820929	GI	390518661
2518820930	GI	390518662
2518820931	GI	390518663
2518820932	GI	390518664
2518820933	GI	390518665
2518820934	GI	390518666
2518820935	GI	390518667
2518820936	GI	390518668
2518820937	GI	390518669
2518820938	GI	390518670
2518820939	GI	390518671
2518820940	GI	390518672
2518820941	GI	390518673
2518820942	GI	390518674
2518820943	GI	390518675
2518820944	GI	390518676
2518820945	GI	390518677
2518820946	GI	390518678
2518820947	GI	390518679
2518820948	GI	390518680
2518820949	GI	390518681
2518820950	GI	390518682
2518820951	GI	390518683
2518820952	GI	390518684
2518820953	GI	390518685
2518820954	GI	390518686
2518820955	GI	390518687
2518820956	GI	390518688
2518820957	GI	390518689
2518820958	GI	390518690
2518820959	GI	390518691
2518820960	GI	390518692
2518820961	GI	390518693
2518820962	GI	390518694
2518820963	GI	390518695
2518820964	GI	390518696
2518820965	GI	390518697
2518820966	GI	390518698
2518820967	GI	390518699
2518820968	GI	390518700
