gene_oid	db_name	id
651048986	GI	341581089
651048986	GenBank/EMBL	YP_004761581
651048986	GeneID	11016830
651048986	UniProtKB	G0HJG1
651048987	GI	341581090
651048987	GenBank/EMBL	YP_004761582
651048987	GeneID	11014650
651048987	UniProtKB	G0HJG2
651048988	GI	341581091
651048988	GenBank/EMBL	YP_004761583
651048988	GeneID	11014651
651048988	UniProtKB	G0HJG3
651048989	GI	341581092
651048989	GenBank/EMBL	YP_004761584
651048989	GeneID	11014652
651048989	UniProtKB	G0HJG4
651048990	GI	341581093
651048990	GenBank/EMBL	YP_004761585
651048990	GeneID	11014653
651048990	UniProtKB	G0HJG5
651048991	GI	341581094
651048991	GenBank/EMBL	YP_004761586
651048991	GeneID	11014654
651048991	UniProtKB	G0HJG6
651048992	GI	341581095
651048992	GenBank/EMBL	YP_004761587
651048992	GeneID	11014655
651048992	UniProtKB	G0HJG7
651048993	GI	341581096
651048993	GenBank/EMBL	YP_004761588
651048993	GeneID	11014656
651048993	UniProtKB	G0HJG8
651048994	GI	341581097
651048994	GenBank/EMBL	YP_004761589
651048994	GeneID	11014657
651048994	UniProtKB	G0HJG9
651048995	GI	341581098
651048995	GenBank/EMBL	YP_004761590
651048995	GeneID	11014658
651048995	UniProtKB	G0HJH0
651048996	GI	341581099
651048996	GenBank/EMBL	YP_004761591
651048996	GeneID	11014659
651048996	UniProtKB	G0HJH1
651048997	GI	341581100
651048997	GenBank/EMBL	YP_004761592
651048997	GeneID	11014660
651048997	UniProtKB	G0HJH2
651048998	GI	341581101
651048998	GenBank/EMBL	YP_004761593
651048998	GeneID	11014661
651048998	UniProtKB	G0HJH3
651048999	GI	341581102
651048999	GenBank/EMBL	YP_004761594
651048999	GeneID	11014662
651048999	UniProtKB	G0HJH4
651049000	GI	341581103
651049000	GenBank/EMBL	YP_004761595
651049000	GeneID	11014663
651049000	UniProtKB	G0HJH5
651049001	GI	341581104
651049001	GenBank/EMBL	YP_004761596
651049001	GeneID	11014664
651049001	UniProtKB	G0HJH6
651049002	GI	341581105
651049002	GenBank/EMBL	YP_004761597
651049002	GeneID	11014665
651049002	UniProtKB	G0HJH7
651049003	GI	341581106
651049003	GenBank/EMBL	YP_004761598
651049003	GeneID	11014666
651049003	UniProtKB	G0HJH8
651049004	GI	341581107
651049004	GenBank/EMBL	YP_004761599
651049004	GeneID	11014667
651049004	UniProtKB	G0HJH9
651049005	GI	341581108
651049005	GenBank/EMBL	YP_004761600
651049005	GeneID	11014668
651049005	UniProtKB	G0HJI0
651049006	GI	341581109
651049006	GenBank/EMBL	YP_004761601
651049006	GeneID	11014669
651049006	UniProtKB	G0HJI1
651049007	GI	341581110
651049007	GenBank/EMBL	YP_004761602
651049007	GeneID	11014670
651049007	UniProtKB	G0HJI2
651049008	GI	341581111
651049008	GenBank/EMBL	YP_004761603
651049008	GeneID	11014671
651049008	UniProtKB	G0HJI3
651049009	GI	341581112
651049009	GenBank/EMBL	YP_004761604
651049009	GeneID	11014672
651049009	UniProtKB	G0HJI4
651049010	GI	341581113
651049010	GenBank/EMBL	YP_004761605
651049010	GeneID	11014673
651049010	UniProtKB	G0HJI5
651049011	GI	341581114
651049011	GenBank/EMBL	YP_004761606
651049011	GeneID	11014674
651049011	UniProtKB	G0HJI6
651049012	GI	341581115
651049012	GenBank/EMBL	YP_004761607
651049012	GeneID	11014675
651049012	UniProtKB	G0HJI7
651049013	GI	341581116
651049013	GenBank/EMBL	YP_004761608
651049013	GeneID	11014676
651049013	UniProtKB	G0HJI8
651049014	GI	341581117
651049014	GenBank/EMBL	YP_004761609
651049014	GeneID	11014677
651049014	UniProtKB	G0HJI9
651049015	GI	341581118
651049015	GenBank/EMBL	YP_004761610
651049015	GeneID	11014678
651049015	UniProtKB	G0HJJ0
651049016	GI	341581119
651049016	GenBank/EMBL	YP_004761611
651049016	GeneID	11014679
651049016	UniProtKB	G0HJJ1
651049017	GI	341581120
651049017	GenBank/EMBL	YP_004761612
651049017	GeneID	11014680
651049017	UniProtKB	G0HJJ2
651049018	GI	341581121
651049018	GenBank/EMBL	YP_004761613
651049018	GeneID	11014681
651049018	UniProtKB	G0HJJ3
651049019	GI	341581122
651049019	GenBank/EMBL	YP_004761614
651049019	GeneID	11014682
651049019	UniProtKB	G0HJJ4
651049020	GI	341581123
651049020	GenBank/EMBL	YP_004761615
651049020	GeneID	11014683
