gene_oid	db_name	id
644807278	GI	240102058
644807278	GenBank/EMBL	YP_002958366
644807278	GeneID	7987173
644807278	UniProtKB/TrEMBL	C5A2K0
644807279	GI	240102059
644807279	GenBank/EMBL	YP_002958367
644807279	GeneID	7987500
644807279	UniProtKB/TrEMBL	C5A2K1
644807280	GI	240102060
644807280	GenBank/EMBL	YP_002958368
644807280	GeneID	7987501
644807280	UniProtKB/TrEMBL	C5A2K2
644807281	GI	240102061
644807281	GenBank/EMBL	YP_002958369
644807281	GeneID	7987502
644807281	UniProtKB/TrEMBL	C5A2K3
644807282	GI	240102062
644807282	GenBank/EMBL	YP_002958370
644807282	GeneID	7987503
644807282	UniProtKB/TrEMBL	C5A2K4
644807283	GI	240102063
644807283	GenBank/EMBL	YP_002958371
644807283	GeneID	7987504
644807283	UniProtKB/TrEMBL	C5A2K5
644807284	GI	240102064
644807284	GenBank/EMBL	YP_002958372
644807284	GeneID	7987505
644807284	UniProtKB/TrEMBL	C5A2K6
644807285	GI	240102065
644807285	GenBank/EMBL	YP_002958373
644807285	GeneID	7987506
644807285	UniProtKB/TrEMBL	C5A2K7
644807286	GI	240102066
644807286	GenBank/EMBL	YP_002958374
644807286	GeneID	7987507
644807286	UniProtKB/TrEMBL	C5A2K8
644807287	GI	240102067
644807287	GenBank/EMBL	YP_002958375
644807287	GeneID	7987508
644807287	UniProtKB/TrEMBL	C5A2K9
644807288	GI	240102068
644807288	GenBank/EMBL	YP_002958376
644807288	GeneID	7987509
644807288	UniProtKB/TrEMBL	C5A2L0
644807289	GI	240102069
644807289	GenBank/EMBL	YP_002958377
644807289	GeneID	7987510
644807289	UniProtKB/TrEMBL	C5A2L1
644807290	GI	240102070
644807290	GenBank/EMBL	YP_002958378
644807290	GeneID	7987511
644807290	UniProtKB/TrEMBL	C5A2L2
644807291	GI	240102071
644807291	GenBank/EMBL	YP_002958379
644807291	GeneID	7987512
644807291	UniProtKB/TrEMBL	C5A2L3
644807292	GI	240102072
644807292	GenBank/EMBL	YP_002958380
644807292	GeneID	7987513
644807292	UniProtKB/TrEMBL	C5A2L4
644807293	GI	240102073
644807293	GenBank/EMBL	YP_002958381
644807293	GeneID	7987514
644807293	UniProtKB/TrEMBL	C5A2L5
644807294	GI	240102074
644807294	GenBank/EMBL	YP_002958382
644807294	GeneID	7987515
644807294	UniProtKB/TrEMBL	C5A2L6
644807295	GI	240102075
644807295	GenBank/EMBL	YP_002958383
644807295	GeneID	7987516
644807295	UniProtKB/TrEMBL	C5A2L7
644807296	GI	240102076
644807296	GenBank/EMBL	YP_002958384
644807296	GeneID	7987517
644807296	UniProtKB/TrEMBL	C5A2L8
644807297	GI	240102077
644807297	GenBank/EMBL	YP_002958385
644807297	GeneID	7987518
644807297	UniProtKB/TrEMBL	C5A2L9
644807298	GI	240102078
644807298	GenBank/EMBL	YP_002958386
644807298	GeneID	7987519
644807298	UniProtKB/TrEMBL	C5A2M0
644807299	GI	240102079
644807299	GenBank/EMBL	YP_002958387
644807299	GeneID	7987520
644807299	UniProtKB/TrEMBL	C5A2M1
644807300	GI	240102080
644807300	GenBank/EMBL	YP_002958388
644807300	GeneID	7987521
644807300	UniProtKB/TrEMBL	C5A2M2
644807301	GI	240102081
644807301	GenBank/EMBL	YP_002958389
644807301	GeneID	7987522
644807301	UniProtKB/TrEMBL	C5A2M3
644807302	GI	240102082
644807302	GenBank/EMBL	YP_002958390
644807302	GeneID	7987523
644807302	UniProtKB/TrEMBL	C5A2M4
644807303	GI	240102083
644807303	GenBank/EMBL	YP_002958391
644807303	GeneID	7988186
644807303	UniProtKB/TrEMBL	C5A2M5
644807304	GI	240102084
644807304	GenBank/EMBL	YP_002958392
644807304	GeneID	7988187
644807304	UniProtKB/TrEMBL	C5A2M6
644807305	GI	240102085
644807305	GenBank/EMBL	YP_002958393
644807305	GeneID	7988188
644807305	UniProtKB/TrEMBL	C5A2M7
644807306	GI	240102086
644807306	GenBank/EMBL	YP_002958394
644807306	GeneID	7988189
644807306	UniProtKB/TrEMBL	C5A2M8
644807307	GI	240102087
644807307	GenBank/EMBL	YP_002958395
644807307	GeneID	7988190
644807307	UniProtKB/TrEMBL	C5A2M9
644807308	GI	240102088
644807308	GenBank/EMBL	YP_002958396
644807308	GeneID	7988191
