gene_oid	db_name	id
2517227438	GI	393188279
2517227439	GI	393188280
2517227440	GI	393188281
2517227441	GI	393188282
2517227442	GI	393188283
2517227443	GI	393188284
2517227444	GI	393188285
2517227445	GI	393188286
2517227446	GI	393188287
2517227447	GI	393188288
2517227448	GI	393188289
2517227449	GI	393188290
2517227450	GI	393188291
2517227451	GI	393188292
2517227452	GI	393188293
2517227453	GI	393188294
2517227454	GI	393188295
2517227455	GI	393188296
2517227456	GI	393188297
2517227457	GI	393188298
2517227458	GI	393188299
2517227459	GI	393188300
2517227460	GI	393188301
2517227461	GI	393188302
2517227462	GI	393188303
2517227463	GI	393188304
2517227464	GI	393188305
2517227465	GI	393188306
2517227466	GI	393188307
2517227467	GI	393188308
2517227468	GI	393188309
2517227469	GI	393188310
2517227470	GI	393188311
2517227471	GI	393188312
2517227472	GI	393188313
2517227473	GI	393188314
2517227474	GI	393188315
2517227475	GI	393188316
2517227477	GI	393188317
2517227478	GI	393188318
2517227479	GI	393188319
2517227480	GI	393188320
2517227481	GI	393188321
2517227482	GI	393188322
2517227483	GI	393188323
2517227484	GI	393188324
2517227485	GI	393188325
2517227486	GI	393188326
2517227487	GI	393188327
2517227488	GI	393188328
2517227489	GI	393188329
2517227490	GI	393188330
2517227491	GI	393188331
2517227492	GI	393188332
2517227493	GI	393188333
2517227494	GI	393188334
2517227495	GI	393188335
2517227496	GI	393188336
2517227497	GI	393188337
2517227498	GI	393188338
2517227499	GI	393188339
2517227500	GI	393188340
2517227501	GI	393188341
2517227502	GI	393188342
2517227503	GI	393188343
2517227504	GI	393188344
2517227505	GI	393188345
2517227506	GI	393188346
2517227507	GI	393188347
2517227508	GI	393188348
2517227509	GI	393188349
2517227510	GI	393188350
2517227511	GI	393188351
2517227512	GI	393188352
2517227513	GI	393188353
2517227514	GI	393188354
2517227515	GI	393188355
2517227516	GI	393188356
2517227517	GI	393188357
2517227518	GI	393188358
2517227519	GI	393188359
2517227520	GI	393188360
2517227521	GI	393188361
2517227522	GI	393188362
2517227523	GI	393188363
2517227524	GI	393188364
2517227525	GI	393188365
2517227526	GI	393188366
2517227527	GI	393188367
2517227528	GI	393188368
2517227529	GI	393188369
2517227530	GI	393188370
2517227531	GI	393188371
2517227532	GI	393188372
2517227533	GI	393188373
2517227534	GI	393188374
2517227535	GI	393188375
2517227537	GI	393188376
2517227538	GI	393188377
2517227539	GI	393188378
2517227540	GI	393188379
2517227541	GI	393188380
2517227542	GI	393188381
2517227543	GI	393188382
2517227544	GI	393188383
2517227545	GI	393188384
2517227546	GI	393188385
2517227547	GI	393188386
2517227548	GI	393188387
2517227549	GI	393188388
2517227550	GI	393188389
2517227551	GI	393188390
2517227552	GI	393188391
2517227553	GI	393188392
2517227554	GI	393188393
2517227555	GI	393188394
2517227556	GI	393188395
2517227557	GI	393188396
2517227558	GI	393188397
2517227559	GI	393188398
2517227560	GI	393188399
2517227562	GI	393188400
2517227563	GI	393188401
2517227564	GI	393188402
2517227565	GI	393188403
2517227566	GI	393188404
2517227567	GI	393188405
2517227568	GI	393188406
2517227569	GI	393188407
2517227570	GI	393188408
2517227571	GI	393188409
2517227572	GI	393188410
2517227573	GI	393188411
2517227574	GI	393188412
2517227575	GI	393188413
2517227578	GI	393188414
2517227579	GI	393188415
2517227580	GI	393188416
2517227581	GI	393188417
2517227582	GI	393188418
2517227583	GI	393188419
2517227584	GI	393188420
2517227585	GI	393188421
2517227586	GI	393188422
2517227587	GI	393188423
2517227588	GI	393188424
2517227589	GI	393188425
2517227590	GI	393188426
2517227591	GI	393188427
2517227592	GI	393188428
2517227593	GI	393188429
2517227594	GI	393188430
2517227595	GI	393188431
2517227596	GI	393188432
2517227597	GI	393188433
2517227598	GI	393188434
2517227599	GI	393188435
2517227600	GI	393188436
2517227601	GI	393188437
2517227602	GI	393188438
2517227605	GI	393188439
2517227606	GI	393188440
2517227607	GI	393188441
2517227608	GI	393188442
2517227609	GI	393188443
2517227610	GI	393188444
2517227611	GI	393188445
2517227612	GI	393188446
2517227613	GI	393188447
2517227614	GI	393188448
2517227615	GI	393188449
2517227616	GI	393188450
2517227617	GI	393188451
2517227618	GI	393188452
2517227619	GI	393188453
2517227620	GI	393188454
2517227621	GI	393188455
2517227622	GI	393188456
2517227623	GI	393188457
2517227624	GI	393188458
2517227625	GI	393188459
2517227626	GI	393188460
2517227627	GI	393188461
2517227628	GI	393188462
2517227629	GI	393188463
2517227630	GI	393188464
2517227631	GI	393188465
2517227632	GI	393188466
2517227633	GI	393188467
2517227634	GI	393188468
2517227635	GI	393188469
2517227636	GI	393188470
2517227637	GI	393188471
2517227638	GI	393188472
2517227639	GI	393188473
2517227640	GI	393188474
2517227641	GI	393188475
2517227642	GI	393188476
2517227643	GI	393188477
2517227644	GI	393188478
2517227645	GI	393188479
2517227646	GI	393188480
2517227648	GI	393188481
2517227649	GI	393188482
2517227650	GI	393188483
2517227651	GI	393188484
2517227652	GI	393188485
2517227653	GI	393188486
2517227654	GI	393188487
2517227655	GI	393188488
2517227656	GI	393188489
2517227657	GI	393188490
2517227658	GI	393188491
2517227659	GI	393188492
2517227660	GI	393188493
2517227661	GI	393188494
2517227662	GI	393188495
2517227663	GI	393188496
2517227664	GI	393188497
2517227665	GI	393188498
2517227666	GI	393188499
2517227667	GI	393188500
2517227668	GI	393188501
2517227669	GI	393188502
2517227670	GI	393188503
2517227671	GI	393188504
2517227672	GI	393188505
2517227673	GI	393188506
2517227674	GI	393188507
2517227675	GI	393188508
2517227676	GI	393188509
2517227677	GI	393188510
2517227678	GI	393188511
2517227679	GI	393188512
2517227680	GI	393188513
2517227681	GI	393188514
2517227682	GI	393188515
2517227683	GI	393188516
2517227684	GI	393188517
2517227685	GI	393188518
2517227686	GI	393188519
2517227687	GI	393188520
2517227688	GI	393188521
2517227689	GI	393188522
2517227690	GI	393188523
2517227691	GI	393188524
2517227692	GI	393188525
2517227693	GI	393188526
2517227694	GI	393188527
2517227695	GI	393188528
2517227696	GI	393188529
2517227697	GI	393188530
2517227698	GI	393188531
2517227699	GI	393188532
2517227700	GI	393188533
2517227701	GI	393188534
2517227702	GI	393188535
2517227703	GI	393188536
2517227704	GI	393188537
2517227705	GI	393188538
2517227706	GI	393188539
2517227707	GI	393188540
2517227708	GI	393188541
2517227709	GI	393188542
2517227710	GI	393188543
2517227711	GI	393188544
2517227712	GI	393188545
2517227713	GI	393188546
2517227714	GI	393188547
2517227715	GI	393188548
2517227716	GI	393188549
2517227717	GI	393188550
2517227718	GI	393188551
2517227719	GI	393188552
2517227720	GI	393188553
2517227721	GI	393188554
2517227722	GI	393188555
2517227723	GI	393188556
2517227724	GI	393188557
2517227725	GI	393188558
2517227726	GI	393188559
2517227727	GI	393188560
2517227728	GI	393188561
2517227729	GI	393188562
2517227730	GI	393188563
2517227731	GI	393188564
2517227732	GI	393188565
2517227733	GI	393188566
2517227734	GI	393188567
2517227735	GI	393188568
2517227736	GI	393188569
2517227737	GI	393188570
2517227738	GI	393188571
2517227739	GI	393188572
2517227740	GI	393188573
2517227741	GI	393188574
2517227742	GI	393188575
2517227743	GI	393188576
2517227744	GI	393188577
2517227745	GI	393188578
2517227746	GI	393188579
2517227747	GI	393188580
2517227748	GI	393188581
2517227749	GI	393188582
2517227750	GI	393188583
2517227751	GI	393188584
2517227752	GI	393188585
2517227753	GI	393188586
2517227754	GI	393188587
2517227755	GI	393188588
2517227757	GI	393188589
2517227758	GI	393188590
2517227759	GI	393188591
2517227760	GI	393188592
2517227761	GI	393188593
2517227762	GI	393188594
2517227763	GI	393188595
2517227764	GI	393188596
2517227765	GI	393188597
2517227766	GI	393188598
2517227767	GI	393188599
2517227768	GI	393188600
2517227769	GI	393188601
2517227770	GI	393188602
2517227771	GI	393188603
2517227772	GI	393188604
2517227773	GI	393188605
2517227774	GI	393188606
