gene_oid	db_name	id
650941951	GI	337283512
650941951	GenBank/EMBL	YP_004622986
650941951	GeneID	10838527
650941951	UniProtKB	F8AF40
650941952	GI	337283513
650941952	GenBank/EMBL	YP_004622987
650941952	GeneID	10836585
650941952	UniProtKB	F8AF41
650941953	GI	337283514
650941953	GenBank/EMBL	YP_004622988
650941953	GeneID	10836586
650941953	UniProtKB	F8AF42
650941954	GI	337283515
650941954	GenBank/EMBL	YP_004622989
650941954	GeneID	10836587
650941954	UniProtKB	F8AF43
650941955	GI	337283516
650941955	GenBank/EMBL	YP_004622990
650941955	GeneID	10836588
650941955	UniProtKB	F8AF44
650941956	GI	337283517
650941956	GenBank/EMBL	YP_004622991
650941956	GeneID	10836589
650941956	UniProtKB	F8AF45
650941957	GI	337283518
650941957	GenBank/EMBL	YP_004622992
650941957	GeneID	10836590
650941957	UniProtKB	F8AF46
650941958	GI	337283519
650941958	GenBank/EMBL	YP_004622993
650941958	GeneID	10836591
650941958	UniProtKB	F8AF47
650941959	GI	337283520
650941959	GenBank/EMBL	YP_004622994
650941959	GeneID	10836592
650941959	UniProtKB	F8AF48
650941960	GI	337283521
650941960	GenBank/EMBL	YP_004622995
650941960	GeneID	10836593
650941960	UniProtKB	F8AF49
650941961	GI	337283522
650941961	GenBank/EMBL	YP_004622996
650941961	GeneID	10836594
650941961	UniProtKB	F8AF50
650941962	GI	337283523
650941962	GenBank/EMBL	YP_004622997
650941962	GeneID	10836595
650941962	UniProtKB	F8AF51
650941963	GI	337283524
650941963	GenBank/EMBL	YP_004622998
650941963	GeneID	10836596
650941963	UniProtKB	F8AF52
650941964	GI	337283525
650941964	GenBank/EMBL	YP_004622999
650941964	GeneID	10836597
650941964	UniProtKB	F8AF53
650941965	GI	337283526
650941965	GenBank/EMBL	YP_004623000
650941965	GeneID	10836598
650941965	UniProtKB	F8AF54
650941966	GI	337283527
650941966	GenBank/EMBL	YP_004623001
650941966	GeneID	10836599
650941966	UniProtKB	F8AF55
650941967	GI	337283528
650941967	GenBank/EMBL	YP_004623002
650941967	GeneID	10836600
650941967	UniProtKB	F8AF56
650941968	GI	337283529
650941968	GenBank/EMBL	YP_004623003
650941968	GeneID	10836601
650941968	UniProtKB	F8AF57
650941969	GeneID	10836602
650941970	GI	337283530
650941970	GenBank/EMBL	YP_004623004
650941970	GeneID	10838496
650941970	UniProtKB	F8AF58
650941971	GI	337283531
650941971	GenBank/EMBL	YP_004623005
650941971	GeneID	10836603
650941971	UniProtKB	F8AF59
650941972	GI	337283532
650941972	GenBank/EMBL	YP_004623006
650941972	GeneID	10836604
650941972	UniProtKB	F8AFC7
650941973	GI	337283533
650941973	GenBank/EMBL	YP_004623007
650941973	GeneID	10836605
650941973	UniProtKB	F8AFC8
650941974	GI	337283534
650941974	GenBank/EMBL	YP_004623008
650941974	GeneID	10836606
