gene_oid	db_name	id
644842044	GI	242397998
644842044	GenBank/EMBL	YP_002993422
644842044	GeneID	8096873
644842044	UniProtKB/TrEMBL	C6A0C8
644842045	GI	242397999
644842045	GenBank/EMBL	YP_002993423
644842045	GeneID	8094970
644842045	UniProtKB/TrEMBL	C6A0C9
644842046	GI	242398000
644842046	GenBank/EMBL	YP_002993424
644842046	GeneID	8094971
644842046	UniProtKB/TrEMBL	C6A0D0
644842047	GI	242398001
644842047	GenBank/EMBL	YP_002993425
644842047	GeneID	8094972
644842047	UniProtKB/TrEMBL	C6A0D1
644842048	GI	242398002
644842048	GenBank/EMBL	YP_002993426
644842048	GeneID	8094973
644842048	UniProtKB/TrEMBL	C6A0D2
644842049	GI	242398003
644842049	GenBank/EMBL	YP_002993427
644842049	GeneID	8094974
644842049	UniProtKB/TrEMBL	C6A0D3
644842050	GI	242398004
644842050	GenBank/EMBL	YP_002993428
644842050	GeneID	8094975
644842050	UniProtKB/TrEMBL	C6A0D4
644842051	GI	242398005
644842051	GenBank/EMBL	YP_002993429
644842051	GeneID	8094976
644842051	UniProtKB/TrEMBL	C6A0D5
644842052	GI	242398006
644842052	GenBank/EMBL	YP_002993430
644842052	GeneID	8094977
644842052	UniProtKB/TrEMBL	C6A0D6
644842053	GI	242398007
644842053	GenBank/EMBL	YP_002993431
644842053	GeneID	8094978
644842053	UniProtKB/TrEMBL	C6A0D7
644842054	GI	242398008
644842054	GenBank/EMBL	YP_002993432
644842054	GeneID	8094979
644842054	UniProtKB/TrEMBL	C6A0D8
644842055	GI	242398009
644842055	GenBank/EMBL	YP_002993433
644842055	GeneID	8094980
644842055	UniProtKB/TrEMBL	C6A0D9
644842056	GI	242398010
644842056	GenBank/EMBL	YP_002993434
644842056	GeneID	8094981
644842056	UniProtKB/TrEMBL	C6A0E0
644842057	GI	242398011
644842057	GenBank/EMBL	YP_002993435
644842057	GeneID	8094982
644842057	UniProtKB/TrEMBL	C6A0E1
644842058	GI	242398012
644842058	GenBank/EMBL	YP_002993436
644842058	GeneID	8094983
644842058	UniProtKB/TrEMBL	C6A0E2
644842059	GI	242398013
644842059	GenBank/EMBL	YP_002993437
644842059	GeneID	8094984
644842059	UniProtKB/TrEMBL	C6A0E3
644842060	GI	242398014
644842060	GenBank/EMBL	YP_002993438
644842060	GeneID	8094985
644842060	UniProtKB/TrEMBL	C6A0E4
644842061	GI	242398015
644842061	GenBank/EMBL	YP_002993439
644842061	GeneID	8094986
644842061	UniProtKB/TrEMBL	C6A0E5
644842062	GI	242398016
644842062	GenBank/EMBL	YP_002993440
644842062	GeneID	8094987
644842062	UniProtKB/TrEMBL	C6A0E6
644842063	GI	242398017
644842063	GenBank/EMBL	YP_002993441
644842063	GeneID	8094988
644842063	UniProtKB/TrEMBL	C6A0E7
644842064	GI	242398018
644842064	GenBank/EMBL	YP_002993442
644842064	GeneID	8094989
644842064	UniProtKB/TrEMBL	C6A0E8
644842065	GI	242398019
644842065	GenBank/EMBL	YP_002993443
644842065	GeneID	8094990
644842065	UniProtKB/TrEMBL	C6A0E9
644842066	GI	242398020
644842066	GenBank/EMBL	YP_002993444
644842066	GeneID	8094991
644842066	UniProtKB/TrEMBL	C6A0F0
644842067	GI	242398021
644842067	GenBank/EMBL	YP_002993445
644842067	GeneID	8094992
644842067	UniProtKB/TrEMBL	C6A0F1
644842068	GI	242398022
644842068	GenBank/EMBL	YP_002993446
644842068	GeneID	8094993
644842068	UniProtKB/TrEMBL	C6A0F2
644842069	GI	242398023
644842069	GenBank/EMBL	YP_002993447
644842069	GeneID	8094994
644842069	UniProtKB/TrEMBL	C6A0F3
644842070	GI	242398024
644842070	GenBank/EMBL	YP_002993448
644842070	GeneID	8094995
644842070	UniProtKB/TrEMBL	C6A0F4
644842071	GI	242398025
