gene_oid	db_name	id
643420513	GI	212223145
643420513	GenBank/EMBL	YP_002306381
643420513	GeneID	7017646
643420513	UniProtKB	Q2Q453
643420513	UniProtKB/TrEMBL	B6YSF2
643420514	GI	212223146
643420514	GenBank/EMBL	YP_002306382
643420514	GeneID	7017647
643420514	UniProtKB/TrEMBL	B6YSF3
643420515	GI	212223147
643420515	GenBank/EMBL	YP_002306383
643420515	GeneID	7017648
643420515	UniProtKB/TrEMBL	B6YSF4
643420516	GI	212223148
643420516	GenBank/EMBL	YP_002306384
643420516	GeneID	7017649
643420516	UniProtKB/TrEMBL	B6YSF5
643420517	GI	212223149
643420517	GenBank/EMBL	YP_002306385
643420517	GeneID	7017650
643420517	UniProtKB/TrEMBL	B6YSF6
643420518	GI	212223150
643420518	GenBank/EMBL	YP_002306386
643420518	GeneID	7017651
643420518	UniProtKB/TrEMBL	B6YSF7
643420519	GI	212223151
643420519	GenBank/EMBL	YP_002306387
643420519	GeneID	7017652
643420519	UniProtKB/TrEMBL	B6YSF8
643420520	GI	212223152
643420520	GenBank/EMBL	YP_002306388
643420520	GeneID	7017653
643420520	UniProtKB/TrEMBL	B6YSF9
643420521	GI	212223153
643420521	GenBank/EMBL	YP_002306389
643420521	GeneID	7017654
643420521	UniProtKB/TrEMBL	B6YSG0
643420522	GI	212223154
643420522	GenBank/EMBL	YP_002306390
643420522	GeneID	7017655
643420522	UniProtKB/TrEMBL	B6YSG1
643420523	GI	212223155
643420523	GenBank/EMBL	YP_002306391
643420523	GeneID	7017656
643420523	UniProtKB/TrEMBL	B6YSG2
643420524	GI	212223156
643420524	GenBank/EMBL	YP_002306392
643420524	GeneID	7017657
643420524	UniProtKB/TrEMBL	B6YSG3
643420525	GI	212223157
643420525	GenBank/EMBL	YP_002306393
643420525	GeneID	7017658
643420525	UniProtKB/TrEMBL	B6YSG4
643420526	GI	212223158
643420526	GenBank/EMBL	YP_002306394
643420526	GeneID	7017659
643420526	UniProtKB/TrEMBL	B6YSG5
643420527	GI	212223159
643420527	GenBank/EMBL	YP_002306395
643420527	GeneID	7017660
643420527	UniProtKB/TrEMBL	B6YSG6
643420528	GI	212223160
643420528	GenBank/EMBL	YP_002306396
643420528	GeneID	7017661
643420528	UniProtKB/TrEMBL	B6YSG7
643420529	GI	212223161
643420529	GenBank/EMBL	YP_002306397
643420529	GeneID	7017662
643420529	UniProtKB/TrEMBL	B6YSG8
643420530	GI	212223162
643420530	GenBank/EMBL	YP_002306398
643420530	GeneID	7017663
643420530	UniProtKB/TrEMBL	B6YSG9
643420531	GI	212223163
643420531	GenBank/EMBL	YP_002306399
643420531	GeneID	7017664
643420531	UniProtKB/TrEMBL	B6YSH0
643420532	GI	212223164
643420532	GenBank/EMBL	YP_002306400
643420532	GeneID	7017665
643420532	UniProtKB/TrEMBL	B6YSH1
643420533	GI	212223165
643420533	GenBank/EMBL	YP_002306401
643420533	GeneID	7017666
643420533	UniProtKB/TrEMBL	B6YSH2
643420534	GI	212223166
643420534	GenBank/EMBL	YP_002306402
643420534	GeneID	7017667
643420534	UniProtKB/TrEMBL	B6YSH3
643420535	GI	212223167
643420535	GenBank/EMBL	YP_002306403
643420535	GeneID	7017668
643420535	UniProtKB/TrEMBL	B6YSH4
643420536	GI	212223168
643420536	GenBank/EMBL	YP_002306404
643420536	GeneID	7017669
643420536	UniProtKB/TrEMBL	B6YSH5
643420537	GI	212223169
643420537	GenBank/EMBL	YP_002306405
643420537	GeneID	7017670
643420537	UniProtKB/TrEMBL	B6YSH6
643420538	GI	212223170
643420538	GenBank/EMBL	YP_002306406
643420538	GeneID	7017671
643420538	UniProtKB/TrEMBL	B6YSH7
643420539	GI	212223171
643420539	GenBank/EMBL	YP_002306407
643420539	GeneID	7017672
643420539	UniProtKB/TrEMBL	B6YSH8
643420540	GI	212223172
643420540	GenBank/EMBL	YP_002306408
643420540	GeneID	7017673
643420540	UniProtKB/TrEMBL	B6YSH9
643420541	GI	212223173
643420541	GenBank/EMBL	YP_002306409
643420541	GeneID	7017674
643420541	UniProtKB/TrEMBL	B6YSI0
643420542	GI	212223174
643420542	GenBank/EMBL	YP_002306410
643420542	GeneID	7017675
643420542	UniProtKB/TrEMBL	B6YSI1
643420543	GI	212223175
643420543	GenBank/EMBL	YP_002306411
643420543	GeneID	7017676
643420543	UniProtKB/TrEMBL	B6YSI2
643420544	GI	212223176
643420544	GenBank/EMBL	YP_002306412
643420544	GeneID	7017677
643420544	UniProtKB/TrEMBL	B6YSE7
643420545	GI	212223177
643420545	GenBank/EMBL	YP_002306413
643420545	GeneID	7017678
643420545	UniProtKB/TrEMBL	B6YSE8
643420546	GI	212223178
643420546	GenBank/EMBL	YP_002306414
643420546	GeneID	7017679
643420546	UniProtKB/TrEMBL	B6YSE9
643420547	GI	212223179
643420547	GenBank/EMBL	YP_002306415
643420547	GeneID	7017680
643420547	UniProtKB/TrEMBL	B6YSF0
643420548	GI	212223180
643420548	GenBank/EMBL	YP_002306416
643420548	GeneID	7017681
643420548	UniProtKB/TrEMBL	B6YSF1
643420549	GI	212223181
